Date,Day Name,Start of Week,Start of Month,Start of Quarter,Month Name,Month,Year,Start of Year,Month Number(DAX),Month Short,today,Day of week,Weekend,MM/YY
27-04-2021,Tuesday,26-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,2,weekday,April 2021
28-04-2021,Wednesday,26-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,3,weekday,April 2021
29-04-2021,Thursday,26-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,4,weekday,April 2021
30-04-2021,Friday,26-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,5,weekday,April 2021
01-05-2021,Saturday,26-04-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,6,weekend,May 2021
02-05-2021,Sunday,26-04-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,7,weekend,May 2021
03-05-2021,Monday,03-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,1,weekday,May 2021
04-05-2021,Tuesday,03-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,2,weekday,May 2021
05-05-2021,Wednesday,03-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,3,weekday,May 2021
06-05-2021,Thursday,03-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,4,weekday,May 2021
07-05-2021,Friday,03-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,5,weekday,May 2021
08-05-2021,Saturday,03-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,6,weekend,May 2021
09-05-2021,Sunday,03-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,7,weekend,May 2021
10-05-2021,Monday,10-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,1,weekday,May 2021
11-05-2021,Tuesday,10-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,2,weekday,May 2021
12-05-2021,Wednesday,10-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,3,weekday,May 2021
13-05-2021,Thursday,10-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,4,weekday,May 2021
14-05-2021,Friday,10-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,5,weekday,May 2021
15-05-2021,Saturday,10-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,6,weekend,May 2021
16-05-2021,Sunday,10-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,7,weekend,May 2021
17-05-2021,Monday,17-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,1,weekday,May 2021
18-05-2021,Tuesday,17-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,2,weekday,May 2021
19-05-2021,Wednesday,17-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,3,weekday,May 2021
20-05-2021,Thursday,17-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,4,weekday,May 2021
21-05-2021,Friday,17-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,5,weekday,May 2021
22-05-2021,Saturday,17-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,6,weekend,May 2021
23-05-2021,Sunday,17-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,7,weekend,May 2021
24-05-2021,Monday,24-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,1,weekday,May 2021
25-05-2021,Tuesday,24-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,2,weekday,May 2021
26-05-2021,Wednesday,24-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,3,weekday,May 2021
27-05-2021,Thursday,24-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,4,weekday,May 2021
28-05-2021,Friday,24-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,5,weekday,May 2021
29-05-2021,Saturday,24-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,6,weekend,May 2021
30-05-2021,Sunday,24-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,7,weekend,May 2021
31-05-2021,Monday,31-05-2021,01-05-2021,01-04-2021,May,5,2021,01-01-2021,pata nhi,May,13-03-2026,1,weekday,May 2021
01-06-2021,Tuesday,31-05-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,2,weekday,June 2021
02-06-2021,Wednesday,31-05-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,3,weekday,June 2021
03-06-2021,Thursday,31-05-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,4,weekday,June 2021
04-06-2021,Friday,31-05-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,5,weekday,June 2021
05-06-2021,Saturday,31-05-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,6,weekend,June 2021
06-06-2021,Sunday,31-05-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,7,weekend,June 2021
07-06-2021,Monday,07-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,1,weekday,June 2021
08-06-2021,Tuesday,07-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,2,weekday,June 2021
09-06-2021,Wednesday,07-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,3,weekday,June 2021
10-06-2021,Thursday,07-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,4,weekday,June 2021
11-06-2021,Friday,07-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,5,weekday,June 2021
12-06-2021,Saturday,07-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,6,weekend,June 2021
13-06-2021,Sunday,07-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,7,weekend,June 2021
14-06-2021,Monday,14-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,1,weekday,June 2021
15-06-2021,Tuesday,14-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,2,weekday,June 2021
16-06-2021,Wednesday,14-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,3,weekday,June 2021
17-06-2021,Thursday,14-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,4,weekday,June 2021
18-06-2021,Friday,14-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,5,weekday,June 2021
19-06-2021,Saturday,14-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,6,weekend,June 2021
20-06-2021,Sunday,14-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,7,weekend,June 2021
21-06-2021,Monday,21-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,1,weekday,June 2021
22-06-2021,Tuesday,21-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,2,weekday,June 2021
23-06-2021,Wednesday,21-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,3,weekday,June 2021
24-06-2021,Thursday,21-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,4,weekday,June 2021
25-06-2021,Friday,21-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,5,weekday,June 2021
26-06-2021,Saturday,21-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,6,weekend,June 2021
27-06-2021,Sunday,21-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,7,weekend,June 2021
28-06-2021,Monday,28-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,1,weekday,June 2021
29-06-2021,Tuesday,28-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,2,weekday,June 2021
30-06-2021,Wednesday,28-06-2021,01-06-2021,01-04-2021,June,6,2021,01-01-2021,pata nhi,June,13-03-2026,3,weekday,June 2021
01-07-2021,Thursday,28-06-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,4,weekday,July 2021
02-07-2021,Friday,28-06-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,5,weekday,July 2021
03-07-2021,Saturday,28-06-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,6,weekend,July 2021
04-07-2021,Sunday,28-06-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,7,weekend,July 2021
05-07-2021,Monday,05-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,1,weekday,July 2021
06-07-2021,Tuesday,05-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,2,weekday,July 2021
07-07-2021,Wednesday,05-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,3,weekday,July 2021
08-07-2021,Thursday,05-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,4,weekday,July 2021
09-07-2021,Friday,05-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,5,weekday,July 2021
10-07-2021,Saturday,05-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,6,weekend,July 2021
11-07-2021,Sunday,05-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,7,weekend,July 2021
12-07-2021,Monday,12-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,1,weekday,July 2021
13-07-2021,Tuesday,12-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,2,weekday,July 2021
14-07-2021,Wednesday,12-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,3,weekday,July 2021
15-07-2021,Thursday,12-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,4,weekday,July 2021
16-07-2021,Friday,12-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,5,weekday,July 2021
17-07-2021,Saturday,12-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,6,weekend,July 2021
18-07-2021,Sunday,12-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,7,weekend,July 2021
19-07-2021,Monday,19-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,1,weekday,July 2021
20-07-2021,Tuesday,19-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,2,weekday,July 2021
21-07-2021,Wednesday,19-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,3,weekday,July 2021
22-07-2021,Thursday,19-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,4,weekday,July 2021
23-07-2021,Friday,19-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,5,weekday,July 2021
24-07-2021,Saturday,19-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,6,weekend,July 2021
25-07-2021,Sunday,19-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,7,weekend,July 2021
26-07-2021,Monday,26-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,1,weekday,July 2021
27-07-2021,Tuesday,26-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,2,weekday,July 2021
28-07-2021,Wednesday,26-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,3,weekday,July 2021
29-07-2021,Thursday,26-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,4,weekday,July 2021
30-07-2021,Friday,26-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,5,weekday,July 2021
31-07-2021,Saturday,26-07-2021,01-07-2021,01-07-2021,July,7,2021,01-01-2021,pata nhi,July,13-03-2026,6,weekend,July 2021
01-08-2021,Sunday,26-07-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,7,weekend,August 2021
02-08-2021,Monday,02-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,1,weekday,August 2021
03-08-2021,Tuesday,02-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,2,weekday,August 2021
04-08-2021,Wednesday,02-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,3,weekday,August 2021
05-08-2021,Thursday,02-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,4,weekday,August 2021
06-08-2021,Friday,02-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,5,weekday,August 2021
07-08-2021,Saturday,02-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,6,weekend,August 2021
08-08-2021,Sunday,02-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,7,weekend,August 2021
09-08-2021,Monday,09-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,1,weekday,August 2021
10-08-2021,Tuesday,09-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,2,weekday,August 2021
11-08-2021,Wednesday,09-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,3,weekday,August 2021
12-08-2021,Thursday,09-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,4,weekday,August 2021
13-08-2021,Friday,09-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,5,weekday,August 2021
14-08-2021,Saturday,09-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,6,weekend,August 2021
15-08-2021,Sunday,09-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,7,weekend,August 2021
16-08-2021,Monday,16-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,1,weekday,August 2021
17-08-2021,Tuesday,16-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,2,weekday,August 2021
18-08-2021,Wednesday,16-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,3,weekday,August 2021
19-08-2021,Thursday,16-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,4,weekday,August 2021
20-08-2021,Friday,16-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,5,weekday,August 2021
21-08-2021,Saturday,16-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,6,weekend,August 2021
22-08-2021,Sunday,16-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,7,weekend,August 2021
23-08-2021,Monday,23-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,1,weekday,August 2021
24-08-2021,Tuesday,23-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,2,weekday,August 2021
25-08-2021,Wednesday,23-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,3,weekday,August 2021
26-08-2021,Thursday,23-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,4,weekday,August 2021
27-08-2021,Friday,23-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,5,weekday,August 2021
28-08-2021,Saturday,23-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,6,weekend,August 2021
29-08-2021,Sunday,23-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,7,weekend,August 2021
30-08-2021,Monday,30-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,1,weekday,August 2021
31-08-2021,Tuesday,30-08-2021,01-08-2021,01-07-2021,August,8,2021,01-01-2021,pata nhi,August,13-03-2026,2,weekday,August 2021
01-09-2021,Wednesday,30-08-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,3,weekday,September 2021
02-09-2021,Thursday,30-08-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,4,weekday,September 2021
03-09-2021,Friday,30-08-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,5,weekday,September 2021
04-09-2021,Saturday,30-08-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,6,weekend,September 2021
05-09-2021,Sunday,30-08-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,7,weekend,September 2021
06-09-2021,Monday,06-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,1,weekday,September 2021
07-09-2021,Tuesday,06-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,2,weekday,September 2021
08-09-2021,Wednesday,06-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,3,weekday,September 2021
09-09-2021,Thursday,06-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,4,weekday,September 2021
10-09-2021,Friday,06-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,5,weekday,September 2021
11-09-2021,Saturday,06-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,6,weekend,September 2021
12-09-2021,Sunday,06-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,7,weekend,September 2021
13-09-2021,Monday,13-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,1,weekday,September 2021
14-09-2021,Tuesday,13-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,2,weekday,September 2021
15-09-2021,Wednesday,13-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,3,weekday,September 2021
16-09-2021,Thursday,13-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,4,weekday,September 2021
17-09-2021,Friday,13-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,5,weekday,September 2021
18-09-2021,Saturday,13-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,6,weekend,September 2021
19-09-2021,Sunday,13-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,7,weekend,September 2021
20-09-2021,Monday,20-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,1,weekday,September 2021
21-09-2021,Tuesday,20-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,2,weekday,September 2021
22-09-2021,Wednesday,20-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,3,weekday,September 2021
23-09-2021,Thursday,20-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,4,weekday,September 2021
24-09-2021,Friday,20-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,5,weekday,September 2021
25-09-2021,Saturday,20-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,6,weekend,September 2021
26-09-2021,Sunday,20-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,7,weekend,September 2021
27-09-2021,Monday,27-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,1,weekday,September 2021
28-09-2021,Tuesday,27-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,2,weekday,September 2021
29-09-2021,Wednesday,27-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,3,weekday,September 2021
30-09-2021,Thursday,27-09-2021,01-09-2021,01-07-2021,September,9,2021,01-01-2021,pata nhi,SeptPmber,13-03-2026,4,weekday,September 2021
01-01-2022,Saturday,27-12-2021,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,6,weekend,January 2022
02-01-2022,Sunday,27-12-2021,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,7,weekend,January 2022
03-01-2022,Monday,03-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,1,weekday,January 2022
04-01-2022,Tuesday,03-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,2,weekday,January 2022
05-01-2022,Wednesday,03-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,3,weekday,January 2022
06-01-2022,Thursday,03-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,4,weekday,January 2022
07-01-2022,Friday,03-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,5,weekday,January 2022
08-01-2022,Saturday,03-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,6,weekend,January 2022
09-01-2022,Sunday,03-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,7,weekend,January 2022
10-01-2022,Monday,10-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,1,weekday,January 2022
11-01-2022,Tuesday,10-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,2,weekday,January 2022
12-01-2022,Wednesday,10-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,3,weekday,January 2022
13-01-2022,Thursday,10-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,4,weekday,January 2022
14-01-2022,Friday,10-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,5,weekday,January 2022
15-01-2022,Saturday,10-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,6,weekend,January 2022
16-01-2022,Sunday,10-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,7,weekend,January 2022
17-01-2022,Monday,17-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,1,weekday,January 2022
18-01-2022,Tuesday,17-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,2,weekday,January 2022
19-01-2022,Wednesday,17-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,3,weekday,January 2022
20-01-2022,Thursday,17-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,4,weekday,January 2022
21-01-2022,Friday,17-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,5,weekday,January 2022
22-01-2022,Saturday,17-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,6,weekend,January 2022
23-01-2022,Sunday,17-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,7,weekend,January 2022
24-01-2022,Monday,24-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,1,weekday,January 2022
25-01-2022,Tuesday,24-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,2,weekday,January 2022
26-01-2022,Wednesday,24-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,3,weekday,January 2022
27-01-2022,Thursday,24-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,4,weekday,January 2022
28-01-2022,Friday,24-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,5,weekday,January 2022
29-01-2022,Saturday,24-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,6,weekend,January 2022
30-01-2022,Sunday,24-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,7,weekend,January 2022
31-01-2022,Monday,31-01-2022,01-01-2022,01-01-2022,January,1,2022,01-01-2022,1,January,13-03-2026,1,weekday,January 2022
01-02-2022,Tuesday,31-01-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,2,weekday,February 2022
02-02-2022,Wednesday,31-01-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,3,weekday,February 2022
